Roadie BLP Amp Mk II (L);BLP Amp;5;0;0;0;1.194;0;1.194;19;0;4.188;59.1;Crafted
Road-Monkey Laser Amp Mk I (L);Energy Amp;2;0;0;0;0.478;0;0.478;9.2;0;4.184;59.1;Crafted
Road-Monkey Laser Amp Mk IV (L);Energy Amp;13;0;0;0;3.000;0;3.000;39;0;4.333;67.2;Crafted
Rookie Laser Amp (L);Energy Amp;1;0;0;0;0.046;20;0.246;0.05;0;4.065;53.1;Mission
Shack-A-Lacka Laser Amp Mk I (L);Energy Amp;28;0;0;0;6.500;0;6.500;79;125.32%;4.308;65.8;Crafted
Shack-A-Lacka Laser Amp Mk II (L);Energy Amp;10;0;0;0;2.340;0;2.340;37;121.62%;4.274;63.9;Crafted
Shear Pro600 (L);Energy Amp;33;0;0;0;1.975;600;7.975;105;0;4.138;56.7;Crafted
Shear Pro700 (L);Energy Amp;39;0;0;0;2.451;700;9.451;149;510.00%;4.127;56.2;Crafted
Shear Pro900 (L);Energy Amp;50;0;0;0;0;900;0;242;0;0;54.6;Crafted
Shear ProM (L);Energy Amp;57;0;0;0;0;1000;0;267;0;0;0;Crafted
Shear ProMC (L);Energy Amp;78;0;0;0;0;1400;0;301;0;0;56.8;Crafted
Shear XR40 (L);Energy Amp;2;0;0;0;0.478;0;0.478;9.2;0;4.184;59.1;Crafted
Shear XR50 (L);Energy Amp;5;0;0;0;1.200;0;1.200;21;0;4.167;59.1;Crafted
Shear XR55 (L);Energy Amp;8;0;0;0;0.931;100;1.931;29.5;118.41%;4.143;57.0;Crafted
Shear XR60 (L);Energy Amp;13;0;0;0;1.139;200;3.139;39;0;4.141;56.9;Crafted
Shear XR70 (L);Energy Amp;17;0;0;0;1.093;300;4.093;43;111.00%;4.153;57.5;Crafted
Shear XR80 (L);Energy Amp;22;0;0;0;1.312;400;5.312;56.5;0;4.142;57.0;Crafted
Shear XR90 (L);Energy Amp;24;0;0;0;1.779;400;5.779;61.5;0;4.153;57.5;Crafted
Teenie Weenie Laser Amp Mk I (L);Energy Amp;3;0;0;0;0;0;0;18;0;0;67.3;Crafted
Teenie Weenie Laser Amp Mk II (L);Energy Amp;7;0;0;0;1.615;0;1.615;25;120.00%;4.334;66.3;Crafted
T-Rap (L);BLP Amp;4;0;0;0;0.969;0;0.969;16.5;112.88%;4.128;56.2;Looted
Xent Tech Light Amplification Crenshaw (L);Energy Amp;20;0;0;0;1.800;300;4.800;80;0;4.167;58.2;Looted
Xent Tech Light Amplification Sunset (L);Energy Amp;10;0;0;0;1.400;100;2.400;60;0;4.167;58.2;Looted
Xent Tech Light Amplification Vine (L);Energy Amp;5;0;0;0;0;0;0;40;0;0;58.2;Crafted
Xent Tech Light Amplification Wilshire (L);Energy Amp;15;0;0;0;1.600;200;3.600;70;0;4.167;58.2;Looted
ZX Sinkadus;Energy Amp;2;0;0;0;0.032;40;0.432;0.5;0;4.630;84.7;Starter Pack
